UnitID,InstitutionName,Year,TotalEnrollment,,
200785,Herzing University-Akron,2021,410,,
200800,University of Akron Main Campus,2021,14516,,
200846,University of Akron Wayne College,2021,1575,,
200873,Allegheny Wesleyan College,2021,77,,
201061,Art Academy of Cincinnati,2021,239,,
201104,Ashland University,2021,4929,,
201140,Athenaeum of Ohio,2021,162,,
201177,Aultman College of Nursing and Health Sciences,2021,259,,
201195,Baldwin Wallace University,2021,3325,,
201283,Belmont College,2021,803,,
201371,Bluffton University,2021,791,,
201432,Bowling Green State University-Firelands,2021,1940,,
201441,Bowling Green State University-Main Campus,2021,17645,,
201469,Bryant & Stratton College-Parma,2021,619,,
201548,Capital University,2021,2820,,
201645,Case Western Reserve University,2021,12142,,
201654,Cedarville University,2021,4643,,
201672,Central Ohio Technical College,2021,2636,,
201690,Central State University,2021,6044,,
201751,Chatfield College,2021,152,,
201821,The Christ College of Nursing and Health Sciences,2021,879,,
201867,Cincinnati College of Mortuary Science,2021,104,,
201885,University of Cincinnati-Main Campus,2021,40329,,
201928,Cincinnati State Technical and Community College,2021,8140,,
201946,University of Cincinnati-Clermont College,2021,6529,,
201955,University of Cincinnati-Blue Ash College,2021,6133,,
201964,Ohio Christian University,2021,1900,,
201973,Clark State College,2021,5042,,
202046,Cleveland Institute of Art,2021,580,,
202073,Cleveland Institute of Music,2021,343,,
202134,Cleveland State University,2021,15308,,
202170,Columbus College of Art & Design,2021,1000,,
202222,Columbus State Community College,2021,25102,,
202356,Cuyahoga Community College District,2021,17523,,
202435,Davis College,2021,106,,
202453,Dayton Barber College,2021,73,,
202480,University of Dayton,2021,11971,,
202514,Defiance College,2021,585,,
202523,Denison University,2021,2321,,
202648,Edison State Community College,2021,4435,,
202763,The University of Findlay,2021,4811,,
202806,Franklin University,2021,6815,,
202903,Gods Bible School and College,2021,348,,
202912,Good Samaritan College of Nursing and Health Science,2021,305,,
203085,Heidelberg University,2021,1197,,
203128,Hiram College,2021,1335,,
203155,Hocking College,2021,2348,,
203289,International College of Broadcasting,2021,55,,
203331,Eastern Gateway Community College,2021,45173,,
203368,John Carroll University,2021,3171,,
203386,Hondros College of Nursing,2021,2541,,
203438,Casal Aveda Institute,2021,106,,
203447,Kent State University at Ashtabula,2021,1859,,
203456,Kent State University at East Liverpool,2021,1021,,
203465,Kent State University at Stark,2021,4653,,
203474,Kent State University at Trumbull,2021,2068,,
203483,Kent State University at Tuscarawas,2021,1986,,
203492,Kent State University at Salem,2021,1566,,
203517,Kent State University at Kent,2021,26597,,
203526,Kent State University at Geauga,2021,2240,,
203535,Kenyon College,2021,1875,,
203544,Kettering College,2021,811,,
203580,Lake Erie College,2021,920,,
203599,Lakeland Community College,2021,4786,,
203614,Collins Career Technical Center,2021,454,,
203678,James A. Rhodes State College,2021,3402,,
203720,Ohio Business College-Sheffield,2021,183,,
203739,Ohio Business College-Sandusky,2021,54,,
203748,Lorain County Community College,2021,9520,,
203757,Lourdes University,2021,1112,,
203775,Malone University,2021,1306,,
203845,Marietta College,2021,1265,,
203881,Marion Technical College,2021,2662,,
203960,Mercy College of Ohio,2021,1311,,
203997,Methodist Theological School in Ohio,2021,126,,
204006,Miami University-Hamilton,2021,2289,,
204015,Miami University-Middletown,2021,1492,,
204024,Miami University-Oxford,2021,19264,,
204121,Moler Hollywood Beauty Academy,2021,67,,
204176,Mount Carmel College of Nursing,2021,790,,
204185,University of Mount Union,2021,2133,,
204194,Mount Vernon Nazarene University,2021,2064,,
204200,Mount St. Joseph University,2021,2064,,
204255,Zane State College,2021,1731,,
204264,Muskingum University,2021,2171,,
204422,North Central State College,2021,2582,,
204440,Northwest State Community College,2021,2777,,
204459,Toledo Public Schools Adult and Continuing Education,2021,20,,
204468,Notre Dame College,2021,1522,,
204477,Northeast Ohio Medical University,2021,1011,,
204486,University of Northwestern Ohio,2021,2741,,
204501,Oberlin College,2021,2953,,
204608,Ohio Technical College,2021,470,,
204617,Ohio Dominican University,2021,1332,,
204635,Ohio Northern University,2021,3116,,
204662,Ohio State University Agricultural Technical Institute,2021,490,,
204671,Ohio State University-Lima Campus,2021,874,,
204680,Ohio State University-Mansfield Campus,2021,954,,
204699,Ohio State University-Marion Campus,2021,1047,,
204705,Ohio State University-Newark Campus,2021,2730,,
204714,Ohio State Beauty Academy,2021,84,,
204723,Ohio State College of Barber Styling,2021,299,,
204769,The Spa School,2021,157,,
204778,Ohio State School of Cosmetology-Canal Winchester,2021,89,,
204796,Ohio State University-Main Campus,2021,61677,,
204802,Ohio University-Eastern Campus,2021,1204,,
204820,Ohio University-Chillicothe Campus,2021,2211,,
204839,Ohio University-Southern Campus,2021,2451,,
204848,Ohio University-Lancaster Campus,2021,2125,,
204857,Ohio University-Main Campus,2021,24797,,
204866,Ohio University-Zanesville Campus,2021,2184,,
204884,East Ohio College,2021,133,,
204893,Trinity Health System School of Nursing,2021,35,,
204909,Ohio Wesleyan University,2021,1339,,
204936,Otterbein University,2021,2605,,
204945,Owens Community College,2021,7516,,
204990,Payne Theological Seminary,2021,200,,
205027,Pontifical College Josephinum,2021,150,,
205054,Professional Skills Institute,2021,354,,
205090,Firelands Regional Medical Center School of Nursing,2021,74,,
205124,Rabbinical College Telshe,2021,72,,
205142,Raphael's School of Beauty Culture Inc-Niles,2021,164,,
205179,Fortis College-Centerville,2021,491,,
205203,University of Rio Grande,2021,1868,,
205391,The Modern College of Design,2021,195,,
205443,Shawnee State University,2021,3216,,
205470,Sinclair Community College,2021,18544,,
205559,Hussian College-Daymar College Columbus,2021,57,,
205841,Stark State College,2021,10596,,
205887,Stautzenberger College-Maumee,2021,482,,
205957,Franciscan University of Steubenville,2021,3415,,
205966,Southern State Community College,2021,1933,,
206011,Terra State Community College,2021,2015,,
206048,Tiffin University,2021,2934,,
206084,University of Toledo,2021,16979,,
206154,Tri-State Bible College,2021,24,,
206279,Union Institute & University,2021,776,,
206288,United Theological Seminary,2021,399,,
206349,Ursuline College,2021,1079,,
206394,The North Coast College,2021,47,,
206437,Walsh University,2021,2440,,
206446,Washington State Community College,2021,1842,,
206491,Wilberforce University,2021,557,,
206507,Wilmington College,2021,1036,,
206516,Winebrenner Theological Seminary,2021,107,,
206525,Wittenberg University,2021,1326,,
206589,The College of Wooster,2021,1968,,
206604,Wright State University-Main Campus,2021,10295,,
206613,Wright State University-Lake Campus,2021,1444,,
206622,Xavier University,2021,6633,,
206695,Youngstown State University,2021,11298,,
245892,Antioch University,2021,477,,
250902,Moler-Pickens Beauty Academy,2021,82,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2021,429,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2021,98,,
375407,Madison Adult Career Center,2021,106,,
375416,Remington College-Cleveland Campus,2021,252,,
405012,Ohio State School of Cosmetology-Heath,2021,66,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2021,174,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2021,40,,
434830,Creative Images Institute of Cosmetology-North Dayton,2021,194,,
439899,Rosedale Bible College,2021,77,,
441636,American Institute of Alternative Medicine,2021,496,,
441645,Brown Aveda Institute-Mentor,2021,132,,
444051,Creative Images Institute of Cosmetology-South Dayton,2021,86,,
448600,Stautzenberger College-Brecksville,2021,257,,
450058,Fortis College-Columbus,2021,904,,
450067,Fortis College-Cincinnati,2021,562,,
450395,Brown Aveda Institute-Strongsville,2021,112,,
451477,MyComputerCareer at Columbus,2021,2397,,
452081,Ross College-Sylvania,2021,968,,
452373,ATA College-Cincinnati,2021,265,,
452948,Galen College of Nursing-Cincinnati,2021,952,,
453792,Ohio Medical Career College,2021,86,,
454236,Chamberlain University-Ohio,2021,679,,
457916,Summit Salon Academy-Perrysburg,2021,80,,
461111,Allstate Hairstyling & Barber College,2021,35,,
461999,Elite School of Cosmetology,2021,148,,
476629,Salon Institute-Toledo Campus,2021,151,,
476683,Athena Career Academy,2021,329,,
482574,DeVry University-Ohio,2021,404,,
483018,Antioch College,2021,133,,
483647,Ohio Institute of Allied Health,2021,34,,
483920,LaBarberia Institute of Hair,2021,201,,
486257,Valor Christian College,2021,308,,
487302,Fortis College-Cuyahoga Falls,2021,561,,
487861,Felbry College,2021,329,,
490692,Cincinnati School of Barbering & Hair Design,2021,55,,
490832,Ross College-Canton,2021,293,,
493521,Global Tech College,2021,46,,
494250,Valley College-Cleveland,2021,351,,
494995,Meryma'at Barber College,2021,46,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2021,91,,
496706,Lakewood University,2021,105,,
499398,Arizona College of Nursing-Cincinnati,2021,,,
499404,Arizona College of Nursing-Cleveland,2021,,,
200590,ETI Technical College,2022,152,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2022,1048,,
200785,Herzing University-Akron,2022,369,,
200800,University of Akron Main Campus,2022,13470,,
200846,University of Akron Wayne College,2022,1411,,
200873,Allegheny Wesleyan College,2022,86,,
201061,Art Academy of Cincinnati,2022,263,,
201104,Ashland University,2022,4174,,
201140,Athenaeum of Ohio,2022,141,,
201177,Aultman College of Nursing and Health Sciences,2022,250,,
201195,Baldwin Wallace University,2022,3220,,
201283,Belmont College,2022,723,,
201371,Bluffton University,2022,745,,
201432,Bowling Green State University-Firelands,2022,1845,,
201441,Bowling Green State University-Main Campus,2022,16920,,
201469,Bryant & Stratton College-Parma,2022,534,,
201548,Capital University,2022,2617,,
201645,Case Western Reserve University,2022,12201,,
201654,Cedarville University,2022,4960,,
201672,Central Ohio Technical College,2022,2614,,
201690,Central State University,2022,5434,,
201751,Chatfield College,2022,129,,
201821,The Christ College of Nursing and Health Sciences,2022,866,,
201867,Cincinnati College of Mortuary Science,2022,91,,
201885,University of Cincinnati-Main Campus,2022,41155,,
201928,Cincinnati State Technical and Community College,2022,8404,,
201946,University of Cincinnati-Clermont College,2022,7448,,
201955,University of Cincinnati-Blue Ash College,2022,6569,,
201964,Ohio Christian University,2022,1600,,
201973,Clark State College,2022,4703,,
202046,Cleveland Institute of Art,2022,584,,
202073,Cleveland Institute of Music,2022,341,,
202134,Cleveland State University,2022,14385,,
202170,Columbus College of Art & Design,2022,972,,
202222,Columbus State Community College,2022,25129,,
202356,Cuyahoga Community College District,2022,15764,,
202435,Davis College,2022,110,,
202453,Dayton Barber College,2022,69,,
202480,University of Dayton,2022,11674,,
202514,Defiance College,2022,540,,
202523,Denison University,2022,2416,,
202648,Edison State Community College,2022,4356,,
202763,The University of Findlay,2022,4869,,
202806,Franklin University,2022,8044,,
202903,Gods Bible School and College,2022,443,,
202912,Good Samaritan College of Nursing and Health Science,2022,342,,
203085,Heidelberg University,2022,1086,,
203128,Hiram College,2022,1018,,
203155,Hocking College,2022,1951,,
203289,International College of Broadcasting,2022,40,,
203331,Eastern Gateway Community College,2022,30364,,
203368,John Carroll University,2022,2922,,
203386,Hondros College of Nursing,2022,2744,,
203438,Casal Aveda Institute,2022,112,,
203447,Kent State University at Ashtabula,2022,1723,,
203456,Kent State University at East Liverpool,2022,1024,,
203465,Kent State University at Stark,2022,3446,,
203474,Kent State University at Trumbull,2022,1734,,
203483,Kent State University at Tuscarawas,2022,1940,,
203492,Kent State University at Salem,2022,1315,,
203517,Kent State University at Kent,2022,25854,,
203526,Kent State University at Geauga,2022,2095,,
203535,Kenyon College,2022,1885,,
203544,Kettering College,2022,832,,
203580,Lake Erie College,2022,906,,
203599,Lakeland Community College,2022,4614,,
203614,Collins Career Technical Center,2022,414,,
203678,James A. Rhodes State College,2022,3533,,
203720,Ohio Business College-Sheffield,2022,136,,
203739,Ohio Business College-Sandusky,2022,44,,
203748,Lorain County Community College,2022,9170,,
203757,Lourdes University,2022,1136,,
203775,Malone University,2022,1199,,
203845,Marietta College,2022,1198,,
203881,Marion Technical College,2022,2767,,
203960,Mercy College of Ohio,2022,1261,,
203997,Methodist Theological School in Ohio,2022,136,,
204006,Miami University-Hamilton,2022,2268,,
204015,Miami University-Middletown,2022,1269,,
204024,Miami University-Oxford,2022,19107,,
204121,Moler Hollywood Beauty Academy,2022,72,,
204176,Mount Carmel College of Nursing,2022,766,,
204185,University of Mount Union,2022,2130,,
204194,Mount Vernon Nazarene University,2022,1941,,
204200,Mount St. Joseph University,2022,2027,,
204255,Zane State College,2022,1726,,
204264,Muskingum University,2022,2117,,
204422,North Central State College,2022,2439,,
204440,Northwest State Community College,2022,4030,,
204459,Toledo Public Schools Adult and Continuing Education,2022,10,,
204468,Notre Dame College,2022,1444,,
204477,Northeast Ohio Medical University,2022,985,,
204486,University of Northwestern Ohio,2022,2615,,
204501,Oberlin College,2022,2992,,
204608,Ohio Technical College,2022,374,,
204617,Ohio Dominican University,2022,1276,,
204635,Ohio Northern University,2022,3015,,
204662,Ohio State University Agricultural Technical Institute,2022,446,,
204671,Ohio State University-Lima Campus,2022,818,,
204680,Ohio State University-Mansfield Campus,2022,828,,
204699,Ohio State University-Marion Campus,2022,900,,
204705,Ohio State University-Newark Campus,2022,2263,,
204714,Ohio State Beauty Academy,2022,81,,
204723,Ohio State College of Barber Styling,2022,303,,
204769,The Spa School,2022,124,,
204778,Ohio State School of Cosmetology-Canal Winchester,2022,65,,
204796,Ohio State University-Main Campus,2022,60540,,
204802,Ohio University-Eastern Campus,2022,1143,,
204820,Ohio University-Chillicothe Campus,2022,1928,,
204839,Ohio University-Southern Campus,2022,2006,,
204848,Ohio University-Lancaster Campus,2022,1994,,
204857,Ohio University-Main Campus,2022,24145,,
204866,Ohio University-Zanesville Campus,2022,1923,,
204884,East Ohio College,2022,149,,
204893,Trinity Health System School of Nursing,2022,43,,
204909,Ohio Wesleyan University,2022,1410,,
204936,Otterbein University,2022,2458,,
204945,Owens Community College,2022,7559,,
204990,Payne Theological Seminary,2022,187,,
205027,Pontifical College Josephinum,2022,161,,
205054,Professional Skills Institute,2022,404,,
205090,Firelands Regional Medical Center School of Nursing,2022,69,,
205124,Rabbinical College Telshe,2022,74,,
205142,Raphael's School of Beauty Culture Inc-Niles,2022,121,,
205179,Fortis College-Centerville,2022,441,,
205203,University of Rio Grande,2022,1800,,
205391,The Modern College of Design,2022,178,,
205443,Shawnee State University,2022,3297,,
205470,Sinclair Community College,2022,17591,,
205559,Hussian College-Daymar College Columbus,2022,26,,
205841,Stark State College,2022,10031,,
205887,Stautzenberger College-Maumee,2022,403,,
205957,Franciscan University of Steubenville,2022,3656,,
205966,Southern State Community College,2022,1947,,
206011,Terra State Community College,2022,2207,,
206048,Tiffin University,2022,3044,,
206084,University of Toledo,2022,15545,,
206154,Tri-State Bible College,2022,21,,
206279,Union Institute & University,2022,787,,
206288,United Theological Seminary,2022,467,,
206349,Ursuline College,2022,950,,
206394,The North Coast College,2022,47,,
206437,Walsh University,2022,2309,,
206446,Washington State Community College,2022,1556,,
206491,Wilberforce University,2022,485,,
206507,Wilmington College,2022,1046,,
206516,Winebrenner Theological Seminary,2022,121,,
206525,Wittenberg University,2022,1299,,
206589,The College of Wooster,2022,1967,,
206604,Wright State University-Main Campus,2022,9678,,
206613,Wright State University-Lake Campus,2022,1294,,
206622,Xavier University,2022,6114,,
206695,Youngstown State University,2022,11071,,
245892,Antioch University,2022,443,,
250902,Moler-Pickens Beauty Academy,2022,102,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2022,421,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2022,88,,
375407,Madison Adult Career Center,2022,95,,
375416,Remington College-Cleveland Campus,2022,186,,
405012,Ohio State School of Cosmetology-Heath,2022,87,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2022,138,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2022,37,,
434830,Creative Images Institute of Cosmetology-North Dayton,2022,160,,
439899,Rosedale Bible College,2022,81,,
441636,American Institute of Alternative Medicine,2022,360,,
441645,Brown Aveda Institute-Mentor,2022,124,,
444051,Creative Images Institute of Cosmetology-South Dayton,2022,43,,
448600,Stautzenberger College-Brecksville,2022,198,,
450058,Fortis College-Columbus,2022,818,,
450067,Fortis College-Cincinnati,2022,481,,
450395,Brown Aveda Institute-Strongsville,2022,136,,
451477,MyComputerCareer at Columbus,2022,1483,,
452081,Ross College-Sylvania,2022,894,,
452373,ATA College-Cincinnati,2022,309,,
452948,Galen College of Nursing-Cincinnati,2022,692,,
453792,Ohio Medical Career College,2022,110,,
454236,Chamberlain University-Ohio,2022,537,,
457916,Summit Salon Academy-Perrysburg,2022,107,,
461111,Allstate Hairstyling & Barber College,2022,31,,
461999,Elite School of Cosmetology,2022,168,,
476629,Salon Institute-Toledo Campus,2022,143,,
476683,Athena Career Academy,2022,245,,
482574,DeVry University-Ohio,2022,226,,
483018,Antioch College,2022,127,,
483647,Ohio Institute of Allied Health,2022,32,,
483920,LaBarberia Institute of Hair,2022,202,,
486257,Valor Christian College,2022,324,,
487302,Fortis College-Cuyahoga Falls,2022,473,,
487861,Felbry College,2022,306,,
490692,Cincinnati School of Barbering & Hair Design,2022,48,,
490832,Ross College-Canton,2022,212,,
493521,Global Tech College,2022,38,,
494250,Valley College-Cleveland,2022,693,,
494995,Meryma'at Barber College,2022,35,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2022,241,,
496706,Lakewood University,2022,169,,
499398,Arizona College of Nursing-Cincinnati,2022,,,
499404,Arizona College of Nursing-Cleveland,2022,,,
200590,ETI Technical College,2023,182,,
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2023,1005,,
200785,Herzing University-Akron,2023,381,,
200800,University of Akron Main Campus,2023,13518,,
200846,University of Akron Wayne College,2023,1361,,
200873,Allegheny Wesleyan College,2023,70,,
201061,Art Academy of Cincinnati,2023,259,,
201104,Ashland University,2023,4143,,
201140,Athenaeum of Ohio,2023,166,,
201177,Aultman College of Nursing and Health Sciences,2023,241,,
201195,Baldwin Wallace University,2023,3308,,
201283,Belmont College,2023,833,,
201371,Bluffton University,2023,678,,
201432,Bowling Green State University-Firelands,2023,1928,,
201441,Bowling Green State University-Main Campus,2023,17027,,
201469,Bryant & Stratton College-Parma,2023,522,,
201548,Capital University,2023,2388,,
201645,Case Western Reserve University,2023,12266,,
201654,Cedarville University,2023,5374,,
201672,Central Ohio Technical College,2023,2890,,
201690,Central State University,2023,3454,,
201751,Chatfield College,2023,,,
201821,The Christ College of Nursing and Health Sciences,2023,765,,
201867,Cincinnati College of Mortuary Science,2023,104,,
201885,University of Cincinnati-Main Campus,2023,43338,,
201928,Cincinnati State Technical and Community College,2023,8681,,
201946,University of Cincinnati-Clermont College,2023,8324,,
201955,University of Cincinnati-Blue Ash College,2023,7166,,
201964,Ohio Christian University,2023,1483,,
201973,Clark State College,2023,4724,,
202046,Cleveland Institute of Art,2023,566,,
202073,Cleveland Institute of Music,2023,350,,
202134,Cleveland State University,2023,14117,,
202170,Columbus College of Art & Design,2023,918,,
202222,Columbus State Community College,2023,26663,,
202356,Cuyahoga Community College District,2023,17407,,
202435,Davis College,2023,95,,
202453,Dayton Barber College,2023,60,,
202480,University of Dayton,2023,11304,,
202514,Defiance College,2023,511,,
202523,Denison University,2023,2405,,
202648,Edison State Community College,2023,4548,,
202763,The University of Findlay,2023,5057,,
202806,Franklin University,2023,8697,,
202903,Gods Bible School and College,2023,443,,
202912,Good Samaritan College of Nursing and Health Science,2023,457,,
203085,Heidelberg University,2023,1059,,
203128,Hiram College,2023,1011,,
203155,Hocking College,2023,1846,,
203289,International College of Broadcasting,2023,44,,
203331,Eastern Gateway Community College,2023,15493,,
203368,John Carroll University,2023,2773,,
203386,Hondros College of Nursing,2023,3091,,
203438,Casal Aveda Institute,2023,93,,
203447,Kent State University at Ashtabula,2023,1762,,
203456,Kent State University at East Liverpool,2023,1056,,
203465,Kent State University at Stark,2023,3433,,
203474,Kent State University at Trumbull,2023,2029,,
203483,Kent State University at Tuscarawas,2023,1885,,
203492,Kent State University at Salem,2023,1463,,
203517,Kent State University at Kent,2023,26106,,
203526,Kent State University at Geauga,2023,2154,,
203535,Kenyon College,2023,2184,,
203544,Kettering College,2023,812,,
203580,Lake Erie College,2023,942,,
203599,Lakeland Community College,2023,4654,,
203614,Collins Career Technical Center,2023,427,,
203678,James A. Rhodes State College,2023,3968,,
203720,Ohio Business College-Sheffield,2023,165,,
203739,Ohio Business College-Sandusky,2023,24,,
203748,Lorain County Community College,2023,9410,,
203757,Lourdes University,2023,1014,,
203775,Malone University,2023,1205,,
203845,Marietta College,2023,1171,,
203881,Marion Technical College,2023,3008,,
203960,Mercy College of Ohio,2023,1150,,
203997,Methodist Theological School in Ohio,2023,172,,
204006,Miami University-Hamilton,2023,2374,,
204015,Miami University-Middletown,2023,1213,,
204024,Miami University-Oxford,2023,18618,,
204121,Moler Hollywood Beauty Academy,2023,76,,
204176,Mount Carmel College of Nursing,2023,712,,
204185,University of Mount Union,2023,2169,,
204194,Mount Vernon Nazarene University,2023,1845,,
204200,Mount St. Joseph University,2023,2083,,
204255,Zane State College,2023,1619,,
204264,Muskingum University,2023,2108,,
204422,North Central State College,2023,2451,,
204440,Northwest State Community College,2023,4110,,
204459,Toledo Public Schools Adult and Continuing Education,2023,33,,
204468,Notre Dame College,2023,1446,,
204477,Northeast Ohio Medical University,2023,1021,,
204486,University of Northwestern Ohio,2023,2606,,
204501,Oberlin College,2023,2976,,
204608,Ohio Technical College,2023,331,,
204617,Ohio Dominican University,2023,1258,,
204635,Ohio Northern University,2023,3042,,
204662,Ohio State University Agricultural Technical Institute,2023,462,,
204671,Ohio State University-Lima Campus,2023,740,,
204680,Ohio State University-Mansfield Campus,2023,849,,
204699,Ohio State University-Marion Campus,2023,886,,
204705,Ohio State University-Newark Campus,2023,2422,,
204714,Ohio State Beauty Academy,2023,96,,
204723,Ohio State College of Barber Styling,2023,323,,
204769,The Spa School,2023,117,,
204778,Ohio State School of Cosmetology-Canal Winchester,2023,50,,
204796,Ohio State University-Main Campus,2023,60046,,
204802,Ohio University-Eastern Campus,2023,1149,,
204820,Ohio University-Chillicothe Campus,2023,1941,,
204839,Ohio University-Southern Campus,2023,1639,,
204848,Ohio University-Lancaster Campus,2023,1977,,
204857,Ohio University-Main Campus,2023,24937,,
204866,Ohio University-Zanesville Campus,2023,1799,,
204884,East Ohio College,2023,149,,
204893,Trinity Health System School of Nursing,2023,25,,
204909,Ohio Wesleyan University,2023,1452,,
204936,Otterbein University,2023,2357,,
204945,Owens Community College,2023,7762,,
204990,Payne Theological Seminary,2023,149,,
205027,Pontifical College Josephinum,2023,73,,
205054,Professional Skills Institute,2023,402,,
205090,Firelands Regional Medical Center School of Nursing,2023,71,,
205124,Rabbinical College Telshe,2023,70,,
205142,Raphael's School of Beauty Culture Inc-Niles,2023,145,,
205179,Fortis College-Centerville,2023,460,,
205203,University of Rio Grande,2023,2168,,
205391,The Modern College of Design,2023,189,,
205443,Shawnee State University,2023,3206,,
205470,Sinclair Community College,2023,17431,,
205559,Hussian College-Daymar College Columbus,2023,,,
205841,Stark State College,2023,9616,,
205887,Stautzenberger College-Maumee,2023,520,,
205957,Franciscan University of Steubenville,2023,3750,,
205966,Southern State Community College,2023,2000,,
206011,Terra State Community College,2023,2214,,
206048,Tiffin University,2023,3598,,
206084,University of Toledo,2023,14939,,
206154,Tri-State Bible College,2023,20,,
206279,Union Institute & University,2023,,,
206288,United Theological Seminary,2023,471,,
206349,Ursuline College,2023,923,,
206394,The North Coast College,2023,,,
206437,Walsh University,2023,2160,,
206446,Washington State Community College,2023,1637,,
206491,Wilberforce University,2023,617,,
206507,Wilmington College,2023,964,,
206516,Winebrenner Theological Seminary,2023,125,,
206525,Wittenberg University,2023,1333,,
206589,The College of Wooster,2023,1876,,
206604,Wright State University-Main Campus,2023,9884,,
206613,Wright State University-Lake Campus,2023,1398,,
206622,Xavier University,2023,6000,,
206695,Youngstown State University,2023,11040,,
245892,Antioch University,2023,434,,
250902,Moler-Pickens Beauty Academy,2023,89,,
363147,Raphael's School of Beauty Culture Inc-Alliance,2023,410,,
363882,Raphael's School of Beauty Culture Inc-Brunswick,2023,81,,
375407,Madison Adult Career Center,2023,91,,
375416,Remington College-Cleveland Campus,2023,133,,
405012,Ohio State School of Cosmetology-Heath,2023,92,,
407568,Raphael's School of Beauty Culture Inc-Boardman,2023,131,,
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2023,31,,
434830,Creative Images Institute of Cosmetology-North Dayton,2023,186,,
439899,Rosedale Bible College,2023,86,,
441636,American Institute of Alternative Medicine,2023,393,,
441645,Brown Aveda Institute-Mentor,2023,118,,
444051,Creative Images Institute of Cosmetology-South Dayton,2023,52,,
448600,Stautzenberger College-Brecksville,2023,98,,
450058,Fortis College-Columbus,2023,761,,
450067,Fortis College-Cincinnati,2023,403,,
450395,Brown Aveda Institute-Strongsville,2023,139,,
451477,MyComputerCareer at Columbus,2023,824,,
452081,Ross College-Sylvania,2023,1273,,
452373,ATA College-Cincinnati,2023,264,,
452948,Galen College of Nursing-Cincinnati,2023,670,,
453792,Ohio Medical Career College,2023,121,,
454236,Chamberlain University-Ohio,2023,336,,
457916,Summit Salon Academy-Perrysburg,2023,108,,
461111,Allstate Hairstyling & Barber College,2023,41,,
461999,Elite School of Cosmetology,2023,179,,
476629,Salon Institute-Toledo Campus,2023,152,,
476683,Athena Career Academy,2023,395,,
482574,DeVry University-Ohio,2023,221,,
483018,Antioch College,2023,127,,
483647,Ohio Institute of Allied Health,2023,39,,
483920,LaBarberia Institute of Hair,2023,213,,
486257,Valor Christian College,2023,352,,
487302,Fortis College-Cuyahoga Falls,2023,489,,
487861,Felbry College,2023,214,,
490692,Cincinnati School of Barbering & Hair Design,2023,48,,
490832,Ross College-Canton,2023,344,,
493521,Global Tech College,2023,63,,
494250,Valley College-Cleveland,2023,787,,
494995,Meryma'at Barber College,2023,51,,
496061,Mason Anthony School of Cosmetology Arts & Sciences,2023,175,,
496706,Lakewood University,2023,101,,
499398,Arizona College of Nursing-Cincinnati,2023,65,,
499404,Arizona College of Nursing-Cleveland,2023,84,,
200590,ETI Technical College,2023,Ohio,"Private for-profit, 2-year",182
200697,Air Force Institute of Technology-Graduate School of Engineering & Management,2023,Ohio,"Public, 4-year or above",1005
200785,Herzing University-Akron,2023,Ohio,"Private not-for-profit, 4-year or above",381
200800,University of Akron Main Campus,2023,Ohio,"Public, 4-year or above",13518
200846,University of Akron Wayne College,2023,Ohio,"Public, 2-year",1361
200873,Allegheny Wesleyan College,2023,Ohio,"Private not-for-profit, 4-year or above",70
201061,Art Academy of Cincinnati,2023,Ohio,"Private not-for-profit, 4-year or above",259
201104,Ashland University,2023,Ohio,"Private not-for-profit, 4-year or above",4143
201140,Athenaeum of Ohio,2023,Ohio,"Private not-for-profit, 4-year or above",166
201177,Aultman College of Nursing and Health Sciences,2023,Ohio,"Private not-for-profit, 4-year or above",241
201195,Baldwin Wallace University,2023,Ohio,"Private not-for-profit, 4-year or above",3308
201283,Belmont College,2023,Ohio,"Public, 2-year",833
201371,Bluffton University,2023,Ohio,"Private not-for-profit, 4-year or above",678
201432,Bowling Green State University-Firelands,2023,Ohio,"Public, 4-year or above",1928
201441,Bowling Green State University-Main Campus,2023,Ohio,"Public, 4-year or above",17027
201469,Bryant & Stratton College-Parma,2023,Ohio,"Private not-for-profit, 4-year or above",522
201548,Capital University,2023,Ohio,"Private not-for-profit, 4-year or above",2388
201645,Case Western Reserve University,2023,Ohio,"Private not-for-profit, 4-year or above",12266
201654,Cedarville University,2023,Ohio,"Private not-for-profit, 4-year or above",5374
201672,Central Ohio Technical College,2023,Ohio,"Public, 4-year or above",2890
201690,Central State University,2023,Ohio,"Public, 4-year or above",3454
201751,Chatfield College,2023,Ohio,"Private not-for-profit, 2-year",
201821,The Christ College of Nursing and Health Sciences,2023,Ohio,"Private not-for-profit, 4-year or above",765
201867,Cincinnati College of Mortuary Science,2023,Ohio,"Private not-for-profit, 4-year or above",104
